Run,#Features,#NodesExplored,#TotalIterationsExecuted,#TotalNodes,Algorithm,AlgorithmSteps,Configuration,ExecutionTime,Reward,StoppingCondition,ValidConfiguration
9,32,3232,3232,39971,"UCT MCTS (sc:iters=100, ew=0.5)",32,"['Interoperability', 'Packages', 'pyglucose', 'pip', 'APISolvers', 'pycryptosat', 'Metamodels', 'lark-parser', 'Utils', 'pybind11', 'CNFModel', 'wheel', 'six', 'DecisionModel', 'pycosat', 'setuptools', 'satyrn', 'python-sat', 'antlr4-python3-runtime', 'ebnf', 'AAFMFramework', 'pylgl', 'DepMng', 'FeatureModel', 'UVL', 'Linux', 'System', 'satispy', 'pyPicosat', 'ParserTechnology', 'FeatureIDE', 'pkg-resources']",22.445239305496216,62,100,True
10,19,1919,1919,25470,"UCT MCTS (sc:iters=100, ew=0.5)",19,"['setuptools', 'Metamodels', 'Linux', 'UVL', 'Packages', 'wheel', 'pybind11', 'System', 'pkg-resources', 'AAFMFramework', 'Interoperability', 'six', 'Utils', 'pip', 'lark-parser', 'DepMng', 'ParserTechnology', 'ebnf', 'SimpleParse']",8.644115924835205,44,100,True
11,18,1818,1818,32613,"UCT MCTS (sc:iters=100, ew=0.5)",18,"['Packages', 'ParserTechnology', 'pip', 'DepMng', 'setuptools', 'pkg-resources', 'APISolvers', 'ebnf', 'AAFMFramework', 'FeatureModel', 'pybind11', 'pycryptosat', 'Metamodels', 'System', 'Linux', 'SimpleParse', 'lark-parser', 'Utils']",12.88018012046814,45,100,True
12,39,3939,3939,84916,"UCT MCTS (sc:iters=100, ew=0.5)",39,"['APISolvers', 'SimpleParse', 'System', 'AutomatedReasoning', 'FeatureModel', 'pybind11', 'pycosat', 'SPLOT', 'satyrn', 'pip', 'pylgl', 'ebnf', 'wheel', 'Glucose', 'Linux', 'pycryptosat', 'ParserTechnology', 'pkg-resources', 'PicoSAT', 'satispy', 'Interoperability', 'Utils', 'Packages', 'Metamodels', 'python-sat', 'Glucose-pyglucose', 'PicoSAT-pyPicosat', 'setuptools', 'DepMng', 'CNFModel', 'Solvers', 'lark-parser', 'pydepqbf', 'AAFMFramework', 'umo', 'six', 'pyPicosat', 'DecisionModel', 'pyglucose']",31.746493339538574,48,100,True
13,18,1818,1818,28500,"UCT MCTS (sc:iters=100, ew=0.5)",18,"['setuptools', 'AAFMFramework', 'ParserTechnology', 'DepMng', 'six', 'APISolvers', 'pylgl', 'pyPicosat', 'System', 'pip', 'lark-parser', 'Utils', 'Packages', 'ebnf', 'pybind11', 'Metamodels', 'Linux', 'pkg-resources']",10.49968957901001,90,100,True
14,17,1717,1717,21942,"UCT MCTS (sc:iters=100, ew=0.5)",17,"['DepMng', 'AAFMFramework', 'CNFModel', 'Packages', 'Linux', 'FeatureModel', 'wheel', 'setuptools', 'pip', 'Utils', 'six', 'pkg-resources', 'Metamodels', 'ParserTechnology', 'System', 'lark-parser', 'ebnf']",8.977121829986572,46,100,True
15,27,2727,2727,28123,"UCT MCTS (sc:iters=100, ew=0.5)",27,"['pylgl', 'Utils', 'python-sat', 'satyrn', 'pkg-resources', 'lark-parser', 'Linux', 'FeatureModel', 'wheel', 'AAFMFramework', 'pyPicosat', 'setuptools', 'DepMng', 'ParserTechnology', 'ebnf', 'pycosat', 'satispy', 'pip', 'APISolvers', 'six', 'pydepqbf', 'Metamodels', 'pybind11', 'Packages', 'System', 'SimpleParse', 'pyglucose']",18.696231603622437,72,100,True
16,23,2323,2323,36326,"UCT MCTS (sc:iters=100, ew=0.5)",23,"['CNFModel', 'ParserTechnology', 'DepMng', 'UVL', 'wheel', 'setuptools', 'APISolvers', 'pyPicosat', 'AAFMFramework', 'Interoperability', 'pkg-resources', 'pip', 'Linux', 'pybind11', 'Packages', 'Utils', 'lark-parser', 'ebnf', 'FeatureIDE', 'Metamodels', 'System', 'SimpleParse', 'SPLOT']",15.70188021659851,80,100,True
17,28,2828,2828,33302,"UCT MCTS (sc:iters=100, ew=0.5)",28,"['six', 'satispy', 'lark-parser', 'APISolvers', 'ParserTechnology', 'pyPicosat', 'pip', 'DepMng', 'FeatureIDE', 'pycryptosat', 'wheel', 'pycosat', 'Interoperability', 'ebnf', 'Linux', 'Utils', 'pylgl', 'pybind11', 'AAFMFramework', 'Packages', 'DecisionModel', 'SimpleParse', 'System', 'Metamodels', 'pydepqbf', 'setuptools', 'pyglucose', 'pkg-resources']",20.28880262374878,70,100,True
18,39,3939,3939,73856,"UCT MCTS (sc:iters=100, ew=0.5)",39,"['antlr4-python3-runtime', 'pylgl', 'ParserTechnology', 'MiniSAT-umo', 'Metamodels', 'AutomatedReasoning', 'lark-parser', 'python-sat', 'wheel', 'umo', 'ebnf', 'pyglucose', 'pkg-resources', 'pybind11', 'CNFModel', 'Solvers', 'DecisionModel', 'Interoperability', 'MiniSAT', 'SimpleParse', 'six', 'Operations', 'ValidModel', 'AAFMFramework', 'satispy', 'pip', 'setuptools', 'Packages', 'System', 'pycryptosat', 'SPLOT', 'DepMng', 'pyPicosat', 'FeatureModel', 'Utils', 'FeatureIDE', 'APISolvers', 'pycosat', 'Linux']",32.55981159210205,48,100,True
19,29,2929,2929,35937,"UCT MCTS (sc:iters=100, ew=0.5)",29,"['pip', 'satispy', 'Linux', 'ParserTechnology', 'lark-parser', 'pycryptosat', 'wheel', 'Interoperability', 'pybind11', 'SimpleParse', 'satyrn', 'pkg-resources', 'DepMng', 'AAFMFramework', 'APISolvers', 'Utils', 'pycosat', 'SPLOT', 'pyPicosat', 'setuptools', 'Metamodels', 'CNFModel', 'System', 'ebnf', 'umo', 'Packages', 'pydepqbf', 'UVL', 'antlr4-python3-runtime']",21.912318468093872,68,100,True
20,22,2222,2222,35766,"UCT MCTS (sc:iters=100, ew=0.5)",22,"['APISolvers', 'lark-parser', 'Utils', 'Metamodels', 'Interoperability', 'pip', 'Linux', 'wheel', 'UVL', 'DepMng', 'pyglucose', 'umo', 'AAFMFramework', 'System', 'pybind11', 'ParserTechnology', 'pyPicosat', 'ebnf', 'setuptools', 'pkg-resources', 'pycosat', 'Packages']",15.663089513778687,82,100,True
21,23,2323,2323,26146,"UCT MCTS (sc:iters=100, ew=0.5)",23,"['ebnf', 'pyPicosat', 'DepMng', 'wheel', 'pkg-resources', 'Utils', 'DecisionModel', 'pycosat', 'AAFMFramework', 'six', 'Linux', 'System', 'Metamodels', 'lark-parser', 'Packages', 'CNFModel', 'pylgl', 'APISolvers', 'FeatureModel', 'setuptools', 'ParserTechnology', 'pip', 'pybind11']",12.809670209884644,80,100,True
22,36,3636,3636,78275,"UCT MCTS (sc:iters=100, ew=0.5)",36,"['satispy', 'pylgl', 'pycosat', 'FeatureModel', 'pkg-resources', 'umo', 'pyglucose', 'CNFModel', 'DecisionModel', 'SPLOT', 'AAFMFramework', 'Lingeling-pylgl', 'System', 'Interoperability', 'six', 'pydepqbf', 'SimpleParse', 'ebnf', 'lark-parser', 'Packages', 'setuptools', 'pipdeptree', 'DepMng', 'ParserTechnology', 'pip', 'Operations', 'Solvers', 'pybind11', 'pyPicosat', 'Linux', 'AllProducts', 'Lingeling', 'Metamodels', 'APISolvers', 'AutomatedReasoning', 'Utils']",30.62990689277649,54,100,True
23,37,3737,3737,83120,"UCT MCTS (sc:iters=100, ew=0.5)",37,"['lark-parser', 'pyPicosat', 'Lingeling', 'MiniSAT-umo', 'DepMng', 'satispy', 'umo', 'setuptools', 'pybind11', 'Solvers', 'Interoperability', 'Lingeling-pylgl', 'ParserTechnology', 'Utils', 'APISolvers', 'pip', 'CNFModel', 'MiniSAT', 'pyglucose', 'System', 'AutomatedReasoning', 'SimpleParse', 'pycosat', 'pkg-resources', 'ebnf', 'Glucose-python-sat', 'Lingeling-python-sat', 'antlr4-python3-runtime', 'pylgl', 'Metamodels', 'python-sat', 'Glucose', 'Linux', 'Packages', 'AAFMFramework', 'six', 'UVL']",31.671438694000244,52,100,True
24,48,4848,4848,102184,"UCT MCTS (sc:iters=100, ew=0.5)",48,"['FeatureIDE', 'Utils', 'ValidProduct', 'setuptools', 'Lingeling-python-sat', 'pyPicosat', 'Packages', 'MiniSAT-umo', 'Lingeling', 'ErrorDiagnosis', 'SimpleParse', 'Linux', 'pydepqbf', 'ParserTechnology', 'CoreFeatures', 'AAFMFramework', 'pycryptosat', 'satispy', 'ValidModel', 'APISolvers', 'wheel', 'Interoperability', 'pycosat', 'System', 'lark-parser', 'six', 'ErrorDetection', 'pybind11', 'CNFModel', 'SPLOT', 'Operations', 'umo', 'AutomatedReasoning', 'python-sat', 'pip', 'ebnf', 'pkg-resources', 'ValidConfiguration', 'UVL', 'DeadFeatures', 'pyglucose', 'Metamodels', 'MiniSAT', 'pylgl', 'antlr4-python3-runtime', 'Solvers', 'AllProducts', 'DepMng']",41.80157446861267,30,100,True
25,26,2626,2626,33412,"UCT MCTS (sc:iters=100, ew=0.5)",26,"['pycosat', 'satyrn', 'APISolvers', 'FeatureIDE', 'satispy', 'ParserTechnology', 'six', 'pydepqbf', 'Linux', 'lark-parser', 'AAFMFramework', 'Interoperability', 'Utils', 'Metamodels', 'pkg-resources', 'pyglucose', 'pyPicosat', 'System', 'UVL', 'pybind11', 'Packages', 'ebnf', 'DepMng', 'pip', 'setuptools', 'pylgl']",17.56649661064148,74,100,True
26,34,3434,3434,69069,"UCT MCTS (sc:iters=100, ew=0.5)",34,"['satyrn', 'lark-parser', 'pybind11', 'pyglucose', 'pyPicosat', 'pycosat', 'Utils', 'python-sat', 'pip', 'CNFModel', 'pylgl', 'AutomatedReasoning', 'Metamodels', 'umo', 'pydepqbf', 'FeatureIDE', 'setuptools', 'PicoSAT-pyPicosat', 'System', 'Interoperability', 'Linux', 'UVL', 'DepMng', 'pkg-resources', 'AAFMFramework', 'SPLOT', 'six', 'Packages', 'ParserTechnology', 'APISolvers', 'PicoSAT', 'wheel', 'Solvers', 'ebnf']",28.97733783721924,58,100,True
27,41,4141,4141,85165,"UCT MCTS (sc:iters=100, ew=0.5)",41,"['pkg-resources', 'AAFMFramework', 'Solvers', 'CNFModel', 'pycryptosat', 'DepMng', 'ebnf', 'Interoperability', 'Metamodels', 'pip', 'Lingeling', 'pylgl', 'setuptools', 'APISolvers', 'MiniSAT-umo', 'satyrn', 'pycosat', 'Glucose', 'DecisionModel', 'wheel', 'FeatureIDE', 'Glucose-python-sat', 'pyglucose', 'pydepqbf', 'lark-parser', 'Linux', 'SimpleParse', 'Utils', 'pyPicosat', 'Lingeling-pylgl', 'python-sat', 'ParserTechnology', 'System', 'six', 'Packages', 'FeatureModel', 'MiniSAT', 'AutomatedReasoning', 'satispy', 'umo', 'pybind11']",33.44122576713562,44,100,True
28,24,2424,2424,26561,"UCT MCTS (sc:iters=100, ew=0.5)",24,"['six', 'ParserTechnology', 'pip', 'python-sat', 'umo', 'Utils', 'ebnf', 'pylgl', 'Linux', 'Metamodels', 'Packages', 'pkg-resources', 'pyPicosat', 'pycryptosat', 'pybind11', 'setuptools', 'lark-parser', 'APISolvers', 'satyrn', 'wheel', 'AAFMFramework', 'pyglucose', 'DepMng', 'System']",14.486496686935425,78,100,True
29,43,4343,4343,106142,"UCT MCTS (sc:iters=100, ew=0.5)",43,"['System', 'Linux', 'AAFMFramework', 'Interoperability', 'Solvers', 'FeatureIDE', 'pylgl', 'ebnf', 'Lingeling', 'Utils', 'Glucose-pyglucose', 'python-sat', 'APISolvers', 'PicoSAT-pyPicosat', 'Packages', 'SPLOT', 'ParserTechnology', 'MiniSAT-python-sat', 'AutomatedReasoning', 'Glucose', 'pycryptosat', 'pkg-resources', 'pyglucose', 'DepMng', 'pybind11', 'antlr4-python3-runtime', 'MiniSAT-satispy', 'pip', 'lark-parser', 'Lingeling-python-sat', 'satispy', 'SimpleParse', 'setuptools', 'PicoSAT', 'Metamodels', 'pyPicosat', 'umo', 'UVL', 'six', 'CNFModel', 'MiniSAT', 'pycosat', 'satyrn']",37.71791076660156,40,100,True
30,23,2323,2323,27265,"UCT MCTS (sc:iters=100, ew=0.5)",23,"['setuptools', 'six', 'Linux', 'SimpleParse', 'python-sat', 'wheel', 'pkg-resources', 'pyglucose', 'Utils', 'pip', 'pyPicosat', 'pylgl', 'DepMng', 'lark-parser', 'ParserTechnology', 'Packages', 'APISolvers', 'Metamodels', 'AAFMFramework', 'System', 'pybind11', 'ebnf', 'satyrn']",13.7201988697052,80,100,True

1,42,2100,4242,3956,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",42,"['DecisionModel', 'pyPicosat', 'CNFModel', 'Operations', 'six', 'pydepqbf', 'MiniSAT-python-sat', 'pylgl', 'pip', 'CoreFeatures', 'AAFMFramework', 'AutomatedReasoning', 'Interoperability', 'MiniSAT', 'Utils', 'pkg-resources', 'Linux', 'umo', 'pyglucose', 'lark-parser', 'satispy', 'Solvers', 'pycryptosat', 'ValidConfiguration', 'Metamodels', 'wheel', 'setuptools', 'Packages', 'DeadFeatures', 'satyrn', 'DepMng', 'python-sat', 'AllProducts', 'System', 'pycosat', 'ParserTechnology', 'antlr4-python3-runtime', 'APISolvers', 'SPLOT', 'pybind11', 'ErrorDetection', 'ValidProduct']",23.88155508041382,21,100,True
2,32,1522,3232,2819,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",32,"['pybind11', 'ParserTechnology', 'DepMng', 'Solvers', 'pkg-resources', 'pycosat', 'Utils', 'Packages', 'System', 'Linux', 'python-sat', 'FeatureModel', 'lark-parser', 'six', 'antlr4-python3-runtime', 'AAFMFramework', 'pyPicosat', 'pyglucose', 'DecisionModel', 'setuptools', 'CNFModel', 'pylgl', 'wheel', 'ebnf', 'Metamodels', 'SimpleParse', 'AutomatedReasoning', 'umo', 'APISolvers', 'pip', 'PicoSAT', 'PicoSAT-pycosat']",18.722905158996582,62,100,True
3,19,437,1919,799,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",19,"['FeatureModel', 'Packages', 'lark-parser', 'CNFModel', 'ebnf', 'Utils', 'AAFMFramework', 'pip', 'six', 'setuptools', 'DepMng', 'ParserTechnology', 'Metamodels', 'Linux', 'pkg-resources', 'System', 'DecisionModel', 'antlr4-python3-runtime', 'SimpleParse']",6.2321929931640625,44,100,True
4,18,774,1818,1429,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",18,"['CNFModel', 'APISolvers', 'pylgl', 'DepMng', 'DecisionModel', 'Linux', 'pyPicosat', 'Packages', 'lark-parser', 'Metamodels', 'AAFMFramework', 'pycryptosat', 'pkg-resources', 'System', 'pip', 'setuptools', 'ParserTechnology', 'ebnf']",9.743934154510498,90,100,True
5,25,889,2525,1651,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",25,"['Interoperability', 'pyglucose', 'Utils', 'Packages', 'Linux', 'FeatureModel', 'lark-parser', 'pylgl', 'ParserTechnology', 'pybind11', 'APISolvers', 'Metamodels', 'FeatureIDE', 'six', 'ebnf', 'pyPicosat', 'DepMng', 'python-sat', 'pip', 'pkg-resources', 'System', 'setuptools', 'AAFMFramework', 'DecisionModel', 'CNFModel']",12.597368240356445,76,100,True
6,23,556,2323,1030,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",23,"['lark-parser', 'ParserTechnology', 'pkg-resources', 'System', 'APISolvers', 'FeatureModel', 'six', 'setuptools', 'Linux', 'Packages', 'AAFMFramework', 'Utils', 'FeatureIDE', 'Metamodels', 'UVL', 'SPLOT', 'pybind11', 'wheel', 'pyPicosat', 'pip', 'Interoperability', 'DepMng', 'CNFModel']",9.353609800338745,40,100,True
7,53,2601,5353,4861,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",53,"['ValidProduct', 'satispy', 'APISolvers', 'setuptools', 'Linux', 'Glucose', 'UVL', 'Utils', 'DepMng', 'DeadFeatures', 'ErrorDetection', 'MiniSAT-satispy', 'Interoperability', 'MiniSAT-umo', 'PicoSAT-pyPicosat', 'ParserTechnology', 'antlr4-python3-runtime', 'Lingeling', 'Lingeling-pylgl', 'MiniSAT', 'umo', 'ValidModel', 'System', 'SPLOT', 'Metamodels', 'PicoSAT', 'Lingeling-python-sat', 'FeatureIDE', 'PicoSAT-pycosat', 'ValidConfiguration', 'CoreFeatures', 'Solvers', 'Packages', 'six', 'Lingeling-satispy', 'pybind11', 'AAFMFramework', 'python-sat', 'pip', 'Glucose-pyglucose', 'pylgl', 'CNFModel', 'AutomatedReasoning', 'Glucose-python-sat', 'FeatureModel', 'pkg-resources', 'pycosat', 'ErrorDiagnosis', 'pyPicosat', 'wheel', 'MiniSAT-python-sat', 'pyglucose', 'Operations']",28.880281686782837,10,100,True
8,20,799,2020,1485,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",20,"['ebnf', 'satyrn', 'pyPicosat', 'setuptools', 'six', 'lark-parser', 'DepMng', 'APISolvers', 'antlr4-python3-runtime', 'Utils', 'Linux', 'Packages', 'System', 'ParserTechnology', 'Metamodels', 'AAFMFramework', 'pybind11', 'python-sat', 'pkg-resources', 'pip']",10.31773042678833,86,100,True
9,13,290,1313,540,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",13,"['pyPicosat', 'pip', 'APISolvers', 'System', 'setuptools', 'AAFMFramework', 'Linux', 'DecisionModel', 'Metamodels', 'pkg-resources', 'DepMng', 'Packages', 'pylgl']",4.3794636726379395,50,100,True
10,19,564,1919,1042,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",19,"['Metamodels', 'DepMng', 'APISolvers', 'pyglucose', 'setuptools', 'System', 'pyPicosat', 'FeatureModel', 'ParserTechnology', 'Utils', 'pybind11', 'SimpleParse', 'pkg-resources', 'Linux', 'CNFModel', 'pip', 'Packages', 'AAFMFramework', 'pydepqbf']",6.886583089828491,44,100,True
11,26,961,2626,1763,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",26,"['pkg-resources', 'Metamodels', 'setuptools', 'Linux', 'pyPicosat', 'Packages', 'pycryptosat', 'FeatureIDE', 'UVL', 'pybind11', 'umo', 'six', 'pycosat', 'python-sat', 'Utils', 'DepMng', 'APISolvers', 'AAFMFramework', 'satispy', 'pip', 'lark-parser', 'Interoperability', 'System', 'pylgl', 'ParserTechnology', 'antlr4-python3-runtime']",12.957362174987793,37,100,True
12,17,399,1717,745,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",17,"['DepMng', 'pip', 'ParserTechnology', 'pybind11', 'Utils', 'Linux', 'SimpleParse', 'System', 'setuptools', 'lark-parser', 'antlr4-python3-runtime', 'Metamodels', 'pkg-resources', 'Packages', 'six', 'ebnf', 'AAFMFramework']",6.325723648071289,46,100,True
13,36,1732,3636,3245,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",36,"['Packages', 'FeatureIDE', 'setuptools', 'umo', 'python-sat', 'Utils', 'AutomatedReasoning', 'antlr4-python3-runtime', 'Interoperability', 'UVL', 'ParserTechnology', 'lark-parser', 'ebnf', 'DecisionModel', 'pylgl', 'pyPicosat', 'FeatureModel', 'wheel', 'pybind11', 'CNFModel', 'MiniSAT-umo', 'System', 'APISolvers', 'pkg-resources', 'six', 'SPLOT', 'MiniSAT', 'pydepqbf', 'satyrn', 'DepMng', 'Linux', 'AAFMFramework', 'pip', 'satispy', 'Solvers', 'Metamodels']",21.334239721298218,54,100,True
14,18,605,1818,1117,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",18,"['APISolvers', 'AAFMFramework', 'pybind11', 'setuptools', 'Linux', 'pylgl', 'Packages', 'System', 'Utils', 'Metamodels', 'wheel', 'pkg-resources', 'ParserTechnology', 'DepMng', 'SimpleParse', 'pip', 'pyPicosat', 'lark-parser']",7.457433223724365,45,100,True
15,24,975,2424,1800,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",24,"['Metamodels', 'python-sat', 'wheel', 'Packages', 'six', 'DecisionModel', 'antlr4-python3-runtime', 'AAFMFramework', 'DepMng', 'pybind11', 'pydepqbf', 'APISolvers', 'System', 'Linux', 'pip', 'satispy', 'pyPicosat', 'pkg-resources', 'satyrn', 'Utils', 'setuptools', 'lark-parser', 'pipdeptree', 'ParserTechnology']",11.793203830718994,39,100,True
16,21,938,2121,1768,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",21,"['Utils', 'pyPicosat', 'pip', 'wheel', 'pylgl', 'pkg-resources', 'ParserTechnology', 'antlr4-python3-runtime', 'Linux', 'pipdeptree', 'satyrn', 'AAFMFramework', 'DecisionModel', 'setuptools', 'DepMng', 'APISolvers', 'pybind11', 'Packages', 'System', 'Metamodels', 'pycosat']",12.216606855392456,42,100,True
17,55,2606,5555,4859,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",55,"['DeadFeatures', 'PicoSAT-pyPicosat', 'Solvers', 'UVL', 'DecisionModel', 'Operations', 'setuptools', 'PicoSAT-pycosat', 'AAFMFramework', 'pkg-resources', 'ValidModel', 'satispy', 'Linux', 'ValidProduct', 'python-sat', 'Glucose-pyglucose', 'ErrorDetection', 'ErrorDiagnosis', 'DepMng', 'wheel', 'Lingeling-satispy', 'SPLOT', 'Lingeling-python-sat', 'MiniSAT-umo', 'APISolvers', 'MiniSAT-satispy', 'pybind11', 'Interoperability', 'FeatureIDE', 'Metamodels', 'pip', 'Lingeling-pylgl', 'Lingeling', 'pyglucose', 'pipdeptree', 'Utils', 'six', 'PicoSAT', 'ParserTechnology', 'MiniSAT-python-sat', 'Glucose-python-sat', 'pylgl', 'SimpleParse', 'AllProducts', 'Glucose', 'AutomatedReasoning', 'ValidConfiguration', 'CNFModel', 'Packages', 'pycosat', 'pyPicosat', 'CoreFeatures', 'MiniSAT', 'umo', 'System']",30.847406148910522,8,100,True
18,18,393,1818,731,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",18,"['setuptools', 'Linux', 'umo', 'pyPicosat', 'AAFMFramework', 'pip', 'six', 'Metamodels', 'pkg-resources', 'Packages', 'FeatureModel', 'CNFModel', 'DecisionModel', 'satispy', 'System', 'DepMng', 'APISolvers', 'Utils']",6.129780530929565,45,100,True
19,39,2007,3939,3736,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",39,"['Utils', 'Interoperability', 'pycryptosat', 'wheel', 'Packages', 'Glucose', 'Metamodels', 'setuptools', 'DepMng', 'ParserTechnology', 'Solvers', 'PicoSAT', 'APISolvers', 'FeatureIDE', 'pylgl', 'pyglucose', 'pip', 'six', 'System', 'pyPicosat', 'satispy', 'SimpleParse', 'pycosat', 'MiniSAT-satispy', 'satyrn', 'python-sat', 'pkg-resources', 'pipdeptree', 'pydepqbf', 'MiniSAT', 'ebnf', 'Linux', 'CNFModel', 'pybind11', 'PicoSAT-pycosat', 'Glucose-python-sat', 'AutomatedReasoning', 'lark-parser', 'AAFMFramework']",21.866086721420288,48,100,True
20,38,1930,3838,3567,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",38,"['AAFMFramework', 'pyPicosat', 'UVL', 'Linux', 'six', 'APISolvers', 'pylgl', 'DepMng', 'ValidConfiguration', 'python-sat', 'setuptools', 'ParserTechnology', 'System', 'ebnf', 'pyglucose', 'umo', 'MiniSAT', 'Utils', 'satyrn', 'pybind11', 'satispy', 'pkg-resources', 'CNFModel', 'pycosat', 'pip', 'Solvers', 'lark-parser', 'Metamodels', 'Operations', 'Interoperability', 'ValidModel', 'FeatureModel', 'pydepqbf', 'AutomatedReasoning', 'Packages', 'SPLOT', 'MiniSAT-python-sat', 'FeatureIDE']",22.353787422180176,50,100,True
21,18,531,1818,989,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",18,"['pycosat', 'pyPicosat', 'Linux', 'setuptools', 'SimpleParse', 'DecisionModel', 'DepMng', 'System', 'CNFModel', 'Metamodels', 'AAFMFramework', 'Packages', 'APISolvers', 'ParserTechnology', 'Utils', 'pip', 'pkg-resources', 'six']",7.575331211090088,45,100,True
22,24,989,2424,1826,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",24,"['APISolvers', 'Packages', 'DepMng', 'System', 'setuptools', 'pyPicosat', 'Utils', 'satispy', 'ParserTechnology', 'satyrn', 'six', 'SimpleParse', 'pylgl', 'Linux', 'AAFMFramework', 'lark-parser', 'antlr4-python3-runtime', 'pip', 'Metamodels', 'pydepqbf', 'ebnf', 'pybind11', 'CNFModel', 'pkg-resources']",13.095088720321655,78,100,True
23,37,1678,3737,3122,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",37,"['Interoperability', 'antlr4-python3-runtime', 'pybind11', 'pycosat', 'wheel', 'satispy', 'pyglucose', 'System', 'lark-parser', 'six', 'Metamodels', 'CNFModel', 'DepMng', 'SimpleParse', 'AAFMFramework', 'DecisionModel', 'pyPicosat', 'AutomatedReasoning', 'ParserTechnology', 'Utils', 'Linux', 'APISolvers', 'pydepqbf', 'Glucose', 'Solvers', 'UVL', 'setuptools', 'Glucose-pyglucose', 'Packages', 'pycryptosat', 'SPLOT', 'pkg-resources', 'pylgl', 'ebnf', 'umo', 'python-sat', 'pip']",20.219687700271606,52,100,True
24,16,441,1616,825,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",16,"['ebnf', 'FeatureIDE', 'pkg-resources', 'DepMng', 'pydepqbf', 'setuptools', 'Packages', 'Linux', 'AAFMFramework', 'System', 'lark-parser', 'APISolvers', 'pip', 'ParserTechnology', 'Metamodels', 'Interoperability']",6.740918874740601,47,100,True
25,20,889,2020,1654,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",20,"['setuptools', 'Metamodels', 'Utils', 'satyrn', 'System', 'pkg-resources', 'pybind11', 'CNFModel', 'AAFMFramework', 'pyglucose', 'Win', 'DepMng', 'pylgl', 'pip', 'APISolvers', 'FeatureModel', 'wheel', 'python-sat', 'Packages', 'six']",11.69305968284607,86,100,True
26,22,661,2222,1214,"UCT MCTS Rnd Exp (sc:iters=100, ew=0.5)",22,"['lark-parser', 'AAFMFramework', 'FeatureIDE', 'pyglucose', 'Interoperability', 'setuptools', 'pycosat', 'six', 'Packages', 'APISolvers', 'ebnf', 'pkg-resources', 'System', 'pybind11', 'DepMng', 'pydepqbf', 'wheel', 'ParserTechnology', 'Metamodels', 'Linux', 'pip', 'Utils']",9.111149311065674,41,100,True
